Date,Meal,Calories,Fat (g),Saturated Fat,Polyunsaturated Fat,Monounsaturated Fat,Trans Fat,Cholesterol,Sodium (mg),Potassium,Carbohydrates (g),Fiber,Sugar,Protein (g),Vitamin A,Vitamin C,Calcium,Iron,Note
2020-04-25,Lunch,511.7,14.4,3.9,0.3,0.8,0.0,0.0,405.5,76.7,58.2,4.1,12.6,33.6,25.3,11.7,1.0,1.0,
2020-04-25,Dinner,689.4,35.5,18.9,1.3,9.2,0.0,31.0,573.5,604.5,56.4,5.6,26.5,37.4,9.3,103.6,7.5,2.1,
2020-04-25,Snacks,189.0,3.4,0.3,0.0,0.0,0.0,0.0,250.0,0.0,31.4,0.3,21.8,1.7,0.0,0.0,37.5,0.0,
2020-04-26,Breakfast,448.6,19.0,6.8,1.8,3.5,0.0,330.0,1188.4,218.0,33.5,6.3,20.4,30.7,8.0,1775.0,4.0,23.0,
2020-04-26,Lunch,646.4,36.0,26.4,0.4,1.8,0.0,0.0,174.8,313.1,56.9,11.6,16.1,24.8,407.0,16.5,32.5,6.2,
2020-04-26,Dinner,809.0,27.4,13.2,1.6,7.8,0.0,0.0,449.7,636.7,87.1,10.4,29.1,51.1,28.5,98.7,5.4,1.6,
2020-04-26,Snacks,239.0,3.5,0.3,0.0,0.0,0.0,0.0,251.0,0.0,43.2,2.7,33.6,2.1,0.0,0.0,37.5,0.0,
2020-04-27,Breakfast,425.5,23.2,12.0,0.0,0.0,0.0,330.0,656.8,218.0,21.5,5.0,6.3,30.6,8.0,1667.0,4.0,23.0,
2020-04-27,Lunch,457.9,20.4,15.0,0.4,1.8,0.2,15.0,84.9,415.4,42.1,7.3,3.3,26.9,258.8,10.5,20.2,4.3,
2020-04-28,Breakfast,173.0,1.1,0.2,0.0,0.0,0.0,0.0,360.0,98.0,31.5,5.5,15.7,7.0,0.0,108.0,0.0,15.0,
2020-04-28,Lunch,480.7,14.4,3.9,0.2,0.7,0.0,0.0,395.5,76.7,51.6,2.0,2.7,33.7,25.3,6.7,0.0,0.0,
2020-04-28,Dinner,670.6,21.9,10.7,0.5,5.8,0.0,31.0,428.9,612.0,77.6,7.4,8.2,41.4,8.4,104.0,3.4,7.6,
2020-04-28,Snacks,1410.0,51.6,5.9,5.6,34.4,0.0,0.0,273.0,348.0,173.7,0.3,33.3,15.6,0.0,0.0,37.5,0.0,
2020-04-29,Breakfast,326.7,11.2,3.9,0.0,0.0,0.0,330.0,656.8,218.0,21.7,5.0,5.6,33.2,8.0,1667.0,4.0,23.0,
2020-04-29,Lunch,509.7,18.1,7.7,0.2,0.1,0.0,0.0,244.7,1017.4,65.2,6.4,13.2,21.7,0.0,34.7,30.8,12.0,
2020-04-29,Dinner,389.8,11.7,6.0,0.4,0.8,0.2,22.5,104.9,468.4,36.2,6.0,1.6,31.9,259.3,10.1,20.5,5.2,
2020-04-29,Snacks,430.0,3.6,0.3,0.0,0.0,0.0,0.0,272.0,348.0,48.9,0.3,25.3,3.2,0.0,0.0,37.5,0.0,
2020-04-30,Breakfast,326.7,11.2,3.9,0.0,0.0,0.0,330.0,656.8,218.0,21.7,5.0,5.6,33.2,8.0,0.0,4.0,23.0,
2020-04-30,Lunch,625.2,33.4,23.9,0.4,1.9,0.0,0.0,72.5,32.9,58.0,9.1,15.5,23.0,149.2,7.7,13.2,1.2,
2020-04-30,Dinner,344.6,14.2,6.8,0.2,4.0,0.0,31.0,307.0,604.5,24.3,4.1,6.9,30.0,8.4,103.6,2.8,2.1,
2020-04-30,Snacks,384.6,12.0,5.5,0.2,2.3,0.0,0.0,494.8,0.0,52.1,0.3,21.8,14.3,0.0,0.0,37.5,0.0,
2020-05-01,Breakfast,397.8,18.7,8.0,2.7,2.3,0.0,0.0,103.1,348.0,45.3,8.6,16.1,10.3,0.0,0.0,18.9,0.0,
2020-05-01,Lunch,615.3,24.0,9.4,0.6,0.9,0.0,81.8,300.9,1323.7,59.3,8.8,15.0,42.8,43.6,142.8,46.7,14.7,
2020-05-01,Dinner,645.9,26.8,15.3,0.5,2.2,0.2,15.0,100.9,149.9,58.5,7.9,17.5,38.8,150.2,110.8,13.0,2.1,
2020-05-01,Snacks,180.0,3.6,0.3,0.0,0.0,0.0,0.0,250.0,0.0,41.4,0.3,21.8,2.9,0.0,0.0,37.5,0.0,
2020-05-02,Breakfast,513.8,14.5,5.0,0.2,0.5,0.2,345.0,986.0,346.0,46.3,8.6,12.5,41.3,9.0,1668.0,5.0,25.0,
2020-05-02,Lunch,527.7,14.5,3.9,0.3,0.8,0.0,0.0,405.5,76.7,61.6,4.2,12.7,34.0,25.3,11.7,1.0,1.0,
2020-05-02,Dinner,1672.8,91.3,32.6,1.1,5.2,1.0,150.0,1916.5,0.0,154.7,14.2,41.2,61.2,0.9,123.0,156.7,0.0,
2020-05-02,Snacks,241.7,3.5,0.3,0.0,0.0,0.0,0.0,251.0,0.0,43.2,2.7,33.6,2.1,0.0,0.0,37.5,0.0,
2020-05-03,Breakfast,466.8,19.6,8.2,2.7,2.3,0.0,0.0,204.1,348.0,53.9,10.0,21.6,12.5,0.0,0.0,18.9,0.0,
2020-05-03,Lunch,614.4,15.4,7.0,0.4,4.1,0.0,31.0,312.6,1400.7,79.1,12.5,19.7,38.5,0.0,34.7,3.2,12.0,
2020-05-03,Dinner,645.9,26.8,15.3,0.5,2.2,0.2,15.0,100.9,149.9,58.5,7.9,17.5,38.8,150.2,110.8,13.0,2.1,
2020-05-03,Snacks,130.0,3.4,0.3,0.0,0.0,0.0,0.0,250.0,0.0,31.4,0.3,21.8,1.7,0.0,0.0,37.5,0.0,
2020-05-04,Breakfast,300.3,9.7,3.4,0.0,0.0,0.0,330.0,656.8,218.0,21.1,5.0,6.0,30.3,8.0,1667.0,4.0,23.0,
2020-05-04,Lunch,523.6,22.4,8.8,0.6,1.4,0.0,81.8,53.2,85.1,39.4,8.8,14.1,38.6,35.2,9.5,14.1,1.6,
2020-05-04,Dinner,862.9,29.5,11.5,1.0,6.2,0.0,0.0,635.6,76.7,96.6,4.0,3.8,50.0,25.3,6.7,0.0,0.0,
2020-05-04,Snacks,350.0,4.8,0.6,0.0,0.0,0.0,0.0,325.0,0.2,59.7,2.7,33.6,23.9,0.0,0.0,37.5,0.0,
2020-05-05,Breakfast,341.0,15.2,6.8,0.2,1.4,0.0,330.0,480.0,218.0,18.4,2.9,2.6,32.1,8.0,0.0,4.0,23.0,
2020-05-05,Lunch,586.3,27.8,16.4,0.6,2.4,0.2,15.0,112.9,149.9,44.6,6.6,13.7,36.1,150.2,7.8,14.0,3.1,
2020-05-05,Dinner,530.5,20.9,11.3,0.5,5.9,0.0,31.0,443.9,383.3,33.3,5.0,19.4,34.5,0.0,108.0,0.0,0.0,
2020-05-05,Snacks,275.0,4.5,0.6,0.0,0.0,0.0,0.0,325.0,0.2,44.7,2.7,33.6,22.1,0.0,0.0,37.5,0.0,
2020-05-06,Breakfast,416.1,18.7,8.0,2.7,2.3,0.0,0.0,119.9,536.9,49.9,8.6,20.7,10.3,0.0,1697.5,20.1,0.0,
2020-05-06,Lunch,611.4,13.3,5.4,0.7,4.5,0.0,0.0,183.2,636.7,68.5,9.6,9.8,50.6,27.6,98.7,0.7,1.6,
2020-05-06,Dinner,542.7,14.2,6.6,0.5,1.9,0.3,30.0,84.0,256.0,55.9,6.6,14.9,42.4,2.0,110.0,2.0,4.0,
2020-05-06,Snacks,275.0,4.5,0.6,0.0,0.0,0.0,0.0,325.0,0.2,44.7,2.7,33.6,22.1,0.0,0.0,37.5,0.0,
2020-05-07,Breakfast,403.8,23.5,12.1,0.0,0.0,0.0,330.0,480.0,218.0,18.7,2.8,2.8,28.6,8.0,1667.0,4.0,23.0,
2020-05-07,Lunch,274.1,7.6,1.2,0.0,0.0,0.0,0.0,40.6,1054.5,40.2,4.3,3.9,13.3,8.4,133.6,4.5,7.9,
2020-05-07,Dinner,877.0,27.4,13.2,1.6,7.8,0.0,0.0,449.7,636.7,100.7,13.1,42.7,52.9,28.5,206.7,5.4,1.6,
2020-05-07,Snacks,446.0,16.8,6.4,2.0,4.9,0.0,0.0,622.0,0.0,53.3,0.3,22.7,14.1,0.0,0.0,37.5,0.0,
2020-05-08,Breakfast,409.7,18.4,6.4,0.8,2.4,0.0,27.8,952.0,563.3,26.3,4.3,4.0,34.2,6.4,1685.2,1.5,18.1,
2020-05-08,Lunch,344.6,14.2,6.8,0.2,4.0,0.0,31.0,307.0,604.5,24.3,4.1,6.9,30.0,8.4,103.6,2.8,2.1,
2020-05-08,Dinner,1280.2,62.4,32.5,2.9,12.8,0.3,57.8,901.0,376.3,102.3,10.1,43.5,74.4,10.2,19.2,30.7,4.9,
2020-05-08,Snacks,130.0,3.4,0.3,0.0,0.0,0.0,0.0,250.0,0.0,31.4,0.3,21.8,1.7,0.0,0.0,37.5,0.0,
2020-05-09,Breakfast,404.8,11.7,4.2,0.5,0.0,0.0,330.0,628.2,563.0,28.1,8.2,5.0,43.5,8.0,1668.0,4.6,25.2,
2020-05-09,Lunch,380.9,4.2,0.5,0.3,0.1,0.2,22.5,88.7,413.2,51.3,7.7,25.2,30.8,9.9,218.1,5.3,6.1,
2020-05-09,Dinner,649.7,18.4,5.3,2.9,6.8,0.0,0.0,718.6,1338.7,84.4,11.1,6.9,36.2,0.0,39.0,21.3,14.5,
2020-05-09,Snacks,350.7,10.0,2.1,1.8,3.0,0.0,0.0,418.0,0.0,52.7,0.3,22.7,5.6,0.0,0.0,37.5,0.0,
2020-05-10,Breakfast,473.4,17.1,8.2,2.9,2.2,0.0,0.0,335.6,722.7,60.5,9.2,19.6,13.1,0.0,1728.9,3.0,2.2,
2020-05-10,Lunch,607.2,12.5,6.0,0.5,3.3,0.0,0.0,591.2,37.8,55.8,5.4,17.2,63.5,0.0,7.3,1.4,1.1,
2020-05-10,Dinner,399.5,7.9,2.4,1.5,3.1,0.0,35.4,281.9,327.9,39.4,6.3,16.3,32.9,9.3,222.8,3.7,6.1,
2020-05-10,Snacks,591.6,19.2,6.8,2.2,6.3,0.0,0.0,622.0,0.0,78.9,1.4,23.2,19.1,0.0,0.0,37.5,0.0,
2020-05-11,Breakfast,473.1,23.9,12.2,0.2,0.0,0.0,330.0,586.2,218.0,28.2,8.2,5.0,32.9,8.0,1667.0,4.0,23.0,
2020-05-11,Lunch,399.5,7.9,2.4,1.5,3.1,0.0,35.4,281.9,327.9,39.4,6.3,16.3,32.9,9.3,222.8,3.7,6.1,
2020-05-11,Dinner,706.0,23.2,11.2,1.1,4.9,0.0,55.5,468.5,1579.3,77.0,12.1,8.6,47.2,12.8,73.5,23.0,16.4,
2020-05-11,Snacks,417.6,6.9,1.0,0.3,1.5,0.0,0.0,334.0,0.2,68.5,3.6,32.3,27.0,0.0,5.0,38.5,1.0,
2020-05-12,Breakfast,418.1,12.2,3.5,0.4,0.0,0.2,352.5,641.7,410.0,27.4,8.2,4.3,44.8,9.5,1668.5,5.5,26.0,
2020-05-12,Lunch,365.9,17.1,5.7,0.5,1.1,0.0,81.8,71.2,306.3,21.2,5.5,13.1,32.0,43.6,113.1,16.9,3.7,
2020-05-12,Dinner,446.5,7.2,3.5,0.0,0.0,0.0,0.0,340.0,0.0,54.8,7.7,16.8,36.7,0.0,108.0,0.0,0.0,
2020-05-12,Snacks,398.0,10.2,2.1,1.8,3.0,0.0,0.0,418.0,0.0,62.7,0.3,22.7,6.8,0.0,0.0,37.5,0.0,
2020-05-13,Breakfast,414.2,19.4,8.2,2.9,2.2,0.0,0.0,232.1,345.0,43.7,8.0,13.2,9.9,0.0,1668.0,18.6,2.2,
2020-05-13,Lunch,560.2,12.4,6.0,0.4,3.2,0.0,0.0,581.2,37.8,45.8,3.2,7.2,63.2,0.0,2.3,0.4,0.1,
2020-05-13,Dinner,639.9,15.6,4.8,2.9,6.2,0.0,70.8,540.8,434.6,46.6,5.4,4.2,60.2,10.2,126.1,4.5,10.2,
2020-05-13,Snacks,434.0,11.2,2.4,1.8,3.0,0.0,0.0,492.0,0.2,64.2,0.3,22.7,26.8,0.0,0.0,37.5,0.0,
2020-05-14,Breakfast,387.4,11.4,4.1,0.5,0.0,0.0,330.0,628.2,563.0,28.0,8.2,4.9,39.9,8.0,1668.0,4.6,25.2,
2020-05-14,Lunch,475.4,16.7,7.0,1.0,4.9,0.0,55.5,323.1,461.8,44.4,5.8,5.4,37.1,21.2,138.1,4.5,4.0,
2020-05-14,Snacks,289.0,10.0,2.1,1.8,3.0,0.0,0.0,418.0,0.0,52.7,0.3,22.7,5.6,0.0,0.0,37.5,0.0,
2020-05-15,Breakfast,288.5,7.0,2.3,0.3,0.0,0.0,165.0,658.0,503.0,35.0,5.3,8.3,16.0,4.0,1668.0,2.6,21.2,
2020-05-15,Lunch,474.1,10.5,5.7,0.2,1.8,0.0,0.0,581.2,37.8,31.6,2.6,6.9,59.9,0.0,2.3,0.4,0.1,
2020-05-15,Dinner,444.2,14.0,2.9,0.4,0.8,0.0,81.8,33.1,85.1,40.7,5.5,4.0,36.4,35.2,4.5,13.1,0.6,
2020-05-15,Snacks,398.0,10.2,2.1,1.8,3.0,0.0,0.0,418.0,0.0,62.7,0.3,22.7,6.8,0.0,0.0,37.5,0.0,
2020-05-16,Breakfast,360.6,11.0,4.0,0.5,0.0,0.0,330.0,628.2,563.0,27.8,8.2,4.7,34.4,8.0,1668.0,4.6,25.2,
2020-05-16,Lunch,591.5,23.2,13.5,0.3,2.0,0.0,0.0,61.0,21.9,68.3,7.3,17.5,24.1,149.2,109.8,12.0,0.1,
2020-05-16,Dinner,107.9,1.3,0.1,0.1,0.1,0.0,0.0,67.0,0.0,16.7,2.6,7.6,2.0,0.0,0.0,0.0,0.0,
2020-05-16,Snacks,180.0,3.5,0.3,0.0,0.0,0.0,0.0,251.0,0.0,43.2,2.7,33.6,2.1,0.0,0.0,37.5,0.0,
2020-05-17,Breakfast,479.1,24.4,12.5,0.5,0.0,0.0,330.0,628.2,563.0,28.2,8.2,5.0,33.3,8.0,1668.0,4.6,25.2,
2020-05-17,Lunch,390.0,6.6,2.6,0.1,2.6,0.0,0.0,1.3,0.0,34.7,1.3,4.5,31.3,0.0,0.0,0.0,0.0,
2020-05-17,Dinner,887.2,40.8,21.1,2.0,11.6,0.0,0.0,882.4,374.4,85.5,6.7,42.9,39.5,8.4,106.9,11.4,3.0,
2020-05-17,Snacks,286.0,4.5,0.5,0.0,0.0,0.0,0.0,440.0,0.0,48.5,2.5,23.3,6.1,0.0,0.0,37.5,0.0,
2020-05-18,Breakfast,448.2,13.4,1.7,2.9,2.2,0.0,0.0,589.0,443.0,59.5,9.6,14.4,14.3,0.0,1668.0,18.6,17.2,
2020-05-18,Lunch,672.8,22.9,11.2,1.4,6.9,0.0,55.5,352.7,1532.7,74.5,11.5,17.4,44.1,21.2,174.3,7.8,16.6,
2020-05-18,Dinner,446.2,14.5,6.8,0.2,4.0,0.0,31.0,283.9,383.3,39.8,8.6,21.2,34.0,0.0,108.0,0.0,0.0,
2020-05-18,Snacks,606.6,34.6,18.8,0.8,5.8,0.0,0.0,683.8,23.5,75.0,2.9,48.6,7.6,0.0,0.0,37.5,0.0,
2020-05-19,Breakfast,409.2,12.4,3.8,0.6,0.0,0.2,349.8,677.0,732.0,27.4,8.2,4.3,42.4,9.3,1669.3,5.9,27.8,
2020-05-19,Lunch,569.5,25.7,13.6,0.5,2.0,0.3,30.0,134.9,277.9,31.9,3.6,3.5,49.9,151.2,3.8,14.0,4.1,
2020-05-19,Dinner,622.4,14.9,5.1,1.7,5.9,0.0,0.0,450.2,457.2,47.1,6.1,13.9,60.8,8.4,115.1,20.9,5.0,
2020-05-19,Snacks,180.0,3.5,0.3,0.0,0.0,0.0,0.0,251.0,0.0,43.2,2.7,33.6,2.1,0.0,0.0,37.5,0.0,
2020-05-20,Breakfast,413.5,19.1,9.2,0.2,0.0,0.0,330.0,586.2,218.0,28.0,8.2,4.8,29.1,8.0,1667.0,4.0,23.0,
2020-05-20,Lunch,654.6,26.4,13.4,1.4,7.7,0.0,55.5,352.9,1696.7,59.0,12.5,5.2,49.0,21.2,172.2,94.2,13.7,
2020-05-20,Dinner,798.0,28.9,14.9,0.9,8.4,0.0,0.0,435.1,23.5,81.1,4.0,31.4,37.2,0.0,0.0,0.0,0.0,
2020-05-20,Snacks,227.0,3.7,0.3,0.1,0.1,0.0,0.0,260.0,0.0,51.4,2.5,31.8,3.2,0.0,5.0,38.5,1.0,
2020-05-21,Breakfast,399.3,12.2,3.8,0.6,0.0,0.2,348.0,672.6,716.6,27.4,8.2,4.3,40.5,9.2,1669.2,5.8,27.6,
2020-05-21,Lunch,723.5,30.1,14.7,2.3,8.9,0.0,35.4,715.7,351.4,68.8,6.2,29.5,36.6,9.3,114.8,3.7,6.1,
2020-05-21,Dinner,653.2,19.5,5.4,1.2,2.1,0.3,30.0,305.6,367.2,72.0,5.9,24.4,44.6,22.2,104.2,21.0,5.4,
2020-05-21,Snacks,277.0,4.7,0.5,0.0,0.0,0.0,0.0,440.0,0.0,58.5,2.5,23.3,7.3,0.0,0.0,37.5,0.0,
2020-05-22,Breakfast,436.2,13.4,1.7,2.9,2.2,0.0,0.0,522.0,443.0,60.2,9.9,15.5,14.8,0.5,1671.0,18.6,17.7,
2020-05-22,Lunch,450.9,16.1,3.3,0.7,2.3,0.0,81.8,118.8,196.3,41.8,3.5,5.6,33.7,55.4,106.7,13.7,2.0,
2020-05-22,Dinner,1000.3,42.8,17.1,2.1,5.8,0.3,30.0,137.7,277.9,97.4,8.7,44.3,54.6,151.2,3.8,14.0,4.1,
2020-05-22,Snacks,915.7,42.3,24.2,1.2,9.6,0.0,0.0,1072.0,23.5,86.3,4.8,28.3,29.9,0.0,0.0,0.0,0.0,
2020-05-24,Breakfast,467.3,15.7,3.1,3.0,2.7,0.0,0.0,359.2,345.0,59.4,9.6,19.6,14.0,0.5,1671.0,18.6,2.7,
2020-05-24,Lunch,782.0,15.2,2.8,2.3,3.8,0.0,35.4,270.7,106.7,107.4,12.2,34.3,42.3,0.9,16.2,1.9,5.0,
2020-05-24,Dinner,614.5,24.5,13.6,0.4,2.0,0.2,15.0,97.9,149.9,56.9,7.4,17.4,37.9,150.2,110.8,13.0,2.1,
2020-05-24,Snacks,130.0,3.4,0.3,0.0,0.0,0.0,0.0,250.0,0.0,31.4,0.3,21.8,1.7,0.0,0.0,37.5,0.0,
2020-05-25,Breakfast,382.8,11.8,3.8,0.6,0.0,0.2,345.0,665.2,691.0,27.4,8.2,4.3,37.4,9.0,1669.0,5.6,27.2,
2020-05-25,Lunch,905.9,28.4,7.9,2.2,5.5,0.3,30.0,193.4,1602.1,109.7,15.2,44.4,53.3,22.2,138.3,92.3,15.1,
2020-05-25,Dinner,619.7,12.9,6.1,0.4,3.2,0.0,0.0,581.1,37.8,57.2,4.8,7.5,64.9,0.0,2.3,0.4,0.1,
2020-05-25,Snacks,429.7,10.5,3.8,0.0,0.0,0.0,0.0,670.2,0.0,65.6,4.7,24.8,10.5,0.0,0.0,37.5,0.0,
2020-05-26,Breakfast,486.8,24.5,12.5,0.6,0.1,0.0,330.0,640.0,563.0,29.2,8.8,5.3,33.8,8.0,1668.0,4.6,25.2,
2020-05-26,Lunch,552.4,21.2,10.1,0.4,6.1,0.0,46.5,458.9,796.2,43.9,7.4,19.8,44.3,8.4,108.6,3.8,3.1,
2020-05-26,Dinner,545.5,14.4,6.9,0.9,2.9,0.0,0.0,372.3,1188.9,58.9,5.5,3.7,39.3,0.0,34.5,29.3,12.5,
2020-05-26,Snacks,1505.3,73.3,37.9,2.6,18.7,0.0,0.0,1551.4,70.5,186.5,9.1,103.2,34.4,0.0,0.0,37.5,0.0,
2020-05-27,Breakfast,413.9,11.8,3.7,0.3,0.0,0.1,342.0,615.8,320.4,27.8,8.2,4.7,45.0,8.8,1667.8,4.8,24.6,
2020-05-27,Lunch,570.5,23.3,13.5,0.4,2.1,0.0,0.0,71.0,21.9,64.7,6.8,13.9,22.6,149.2,6.8,13.0,1.1,
2020-05-27,Dinner,513.3,18.8,9.3,0.8,2.9,0.0,0.0,447.7,339.2,38.1,4.5,3.0,41.4,8.4,106.9,39.0,3.0,
2020-05-27,Snacks,212.0,4.6,0.5,0.0,0.0,0.0,0.0,530.0,0.0,47.2,0.7,22.2,3.3,0.0,0.0,37.5,0.0,
2020-05-28,Breakfast,383.2,12.4,1.5,2.9,2.2,0.0,0.0,229.0,345.0,50.1,8.3,20.8,9.8,0.5,1671.0,18.6,2.7,
2020-05-28,Lunch,642.9,12.8,6.1,0.5,3.3,0.0,0.0,591.2,37.8,62.6,5.7,17.3,64.5,0.0,7.3,1.4,1.1,
2020-05-28,Dinner,539.0,21.4,10.1,0.3,6.0,0.0,46.5,425.8,575.0,35.8,7.0,10.5,46.2,0.0,0.0,0.0,0.0,
2020-05-28,Snacks,271.0,4.6,0.5,0.0,0.0,0.0,0.0,530.0,0.0,47.2,0.7,22.2,3.3,0.0,0.0,37.5,0.0,
2020-05-29,Breakfast,380.7,11.3,4.1,0.5,0.0,0.0,330.0,628.2,563.0,27.9,8.2,4.8,38.5,8.0,1668.0,4.6,25.2,
2020-05-29,Lunch,436.3,8.6,3.4,0.2,0.2,0.3,30.0,559.0,256.0,46.4,2.5,2.5,40.0,2.0,2.0,2.0,4.0,
2020-05-29,Dinner,573.4,21.1,10.1,0.3,6.0,0.0,46.5,448.9,796.2,47.5,7.9,23.4,45.8,8.4,211.6,2.8,2.1,
2020-05-29,Snacks,318.0,4.7,0.5,0.1,0.1,0.0,0.0,540.0,0.0,57.2,2.9,32.2,3.6,0.0,5.0,38.5,1.0,
2020-05-30,Breakfast,479.1,24.4,12.5,0.5,0.0,0.0,330.0,628.2,563.0,28.2,8.2,5.0,33.3,8.0,1668.0,4.6,25.2,
2020-05-30,Lunch,494.9,7.9,1.0,0.6,1.6,0.3,33.0,657.1,392.8,58.3,5.3,15.6,43.0,22.4,109.4,3.8,6.8,
2020-05-30,Snacks,130.0,3.4,0.3,0.0,0.0,0.0,0.0,250.0,0.0,31.4,0.3,21.8,1.7,0.0,0.0,37.5,0.0,
2020-06-01,Breakfast,590.3,20.7,7.5,0.8,0.0,0.0,660.0,980.2,1028.0,45.0,10.4,6.3,52.6,16.0,3336.0,9.2,35.4,
2020-06-01,Lunch,1093.0,49.0,27.2,0.8,4.0,0.4,30.0,196.0,299.8,86.6,8.2,7.4,72.2,300.4,5.6,26.0,4.2,
2020-06-01,Dinner,505.7,10.3,5.7,0.2,1.8,0.0,0.0,604.2,259.0,38.7,7.2,21.6,62.0,8.4,213.9,3.2,2.2,
2020-06-01,Snacks,289.0,5.1,0.5,0.1,0.1,0.0,0.0,540.0,0.0,66.8,2.9,32.2,4.3,0.0,5.0,38.5,1.0,
2020-06-06,Breakfast,488.2,13.5,1.7,2.9,2.2,0.0,0.0,589.0,443.0,68.0,11.1,22.9,15.0,0.5,1671.0,18.6,17.7,
2020-06-06,Lunch,472.5,22.1,13.3,0.3,2.0,0.0,0.0,60.9,21.9,45.5,6.3,17.1,20.7,149.2,109.8,12.0,0.1,
2020-06-06,Snacks,177.0,3.5,0.3,0.1,0.1,0.0,0.0,260.0,0.0,41.4,2.5,31.8,2.0,0.0,5.0,38.5,1.0,
2020-06-09,Breakfast,367.3,11.1,4.0,0.5,0.0,0.0,330.0,628.2,563.0,27.9,8.2,4.8,35.8,8.0,1668.0,4.6,25.2,
2020-06-09,Lunch,576.6,20.6,5.3,3.5,10.1,0.0,0.0,30.8,1234.9,61.3,9.2,1.7,38.0,0.0,34.1,89.7,9.7,
2020-06-09,Snacks,177.0,3.5,0.3,0.1,0.1,0.0,0.0,260.0,0.0,41.4,2.5,31.8,2.0,0.0,5.0,38.5,1.0,
2020-09-14,Breakfast,392.9,13.6,4.7,0.4,0.0,0.2,348.0,991.8,618.6,33.7,0.1,2.3,34.5,9.2,1669.2,5.8,12.6,
2020-09-14,Snacks,227.0,3.6,0.3,0.1,0.1,0.0,0.0,261.0,0.0,53.2,4.9,43.6,2.4,0.0,5.0,38.5,1.0,
2020-10-03,Breakfast,517.9,16.3,5.4,1.7,2.6,0.0,330.0,729.1,563.0,45.6,9.5,6.2,43.5,8.0,1.0,4.6,25.2,
2020-10-03,Lunch,776.2,26.7,10.4,0.7,3.5,0.2,55.2,147.4,165.4,82.4,5.2,18.2,45.6,2.0,6.6,13.1,4.2,
2020-10-03,Dinner,513.0,12.7,8.3,0.7,1.8,0.0,0.0,163.4,318.4,64.1,12.1,21.6,26.0,14.3,52.4,0.4,1.3,
2020-10-03,Snacks,189.0,3.4,0.3,0.0,0.0,0.0,0.0,250.0,0.0,31.4,0.3,21.8,1.7,0.0,0.0,37.5,0.0,
2020-10-04,Breakfast,418.9,11.7,4.1,0.5,0.0,0.0,330.0,727.9,563.0,36.9,9.5,5.7,38.2,8.0,1.0,4.6,25.2,
2020-10-04,Lunch,677.5,21.3,13.9,0.2,0.6,0.0,0.0,11.7,0.0,35.1,4.7,11.1,82.3,0.0,5.0,1.0,1.0,
2020-10-04,Dinner,614.6,16.4,4.1,2.9,6.8,0.0,0.0,932.8,1292.1,72.4,8.2,6.1,47.1,8.4,134.8,5.1,13.7,
2020-10-04,Snacks,239.0,3.5,0.3,0.0,0.0,0.0,0.0,251.0,0.0,43.2,2.7,33.6,2.1,0.0,0.0,37.5,0.0,
2020-10-05,Breakfast,445.2,15.5,5.2,1.5,2.6,0.0,330.0,935.2,465.0,42.9,0.1,3.3,35.1,8.0,1.0,4.6,10.2,
2020-10-05,Lunch,523.2,27.2,16.1,0.5,1.0,0.3,30.0,149.9,277.9,19.0,5.5,13.2,46.6,151.2,8.8,15.0,5.1,
2020-10-05,Dinner,547.6,15.3,3.7,2.9,6.8,0.0,0.0,932.8,1292.1,71.9,8.2,5.6,33.2,8.4,134.8,5.1,13.7,
2020-10-05,Snacks,180.0,3.5,0.3,0.0,0.0,0.0,0.0,251.0,0.0,43.2,2.7,33.6,2.1,0.0,0.0,37.5,0.0,
2020-10-06,Breakfast,461.5,15.2,4.9,0.5,0.0,0.0,330.0,547.9,563.0,43.9,9.8,4.2,38.1,8.0,1668.0,4.6,25.2,
2020-10-06,Lunch,677.5,21.3,13.9,0.2,0.6,0.0,0.0,11.7,0.0,35.1,4.7,11.1,82.3,0.0,5.0,1.0,1.0,
2020-10-06,Dinner,753.4,30.9,18.3,0.4,2.4,0.0,37.2,769.8,11.8,72.8,3.0,8.7,42.4,0.8,0.4,10.9,0.8,
2020-10-06,Snacks,339.0,10.1,2.1,1.8,3.0,0.0,0.0,419.0,0.0,64.5,2.7,34.5,6.0,0.0,0.0,37.5,0.0,
2020-10-07,Breakfast,337.8,11.0,3.6,0.4,0.0,0.2,348.0,206.4,618.6,25.0,0.0,0.0,33.6,9.2,1669.2,5.8,12.6,
2020-10-07,Lunch,654.7,10.5,1.3,1.0,3.0,0.0,0.0,190.2,636.7,86.7,16.3,24.9,47.4,27.6,98.7,0.7,1.6,
2020-10-07,Dinner,410.2,25.7,16.0,0.3,0.9,0.2,18.0,110.3,175.5,9.0,3.3,3.2,33.9,150.4,3.0,13.2,2.5,
2020-10-07,Snacks,180.0,3.5,0.3,0.0,0.0,0.0,0.0,251.0,0.0,43.2,2.7,33.6,2.1,0.0,0.0,37.5,0.0,
2020-10-08,Breakfast,507.7,23.2,10.1,0.5,0.0,0.0,330.0,547.9,563.0,43.9,9.8,4.2,31.4,8.0,1668.0,4.6,25.2,
2020-10-08,Lunch,851.0,26.9,1.4,0.6,0.4,0.0,0.0,21.1,1070.9,111.8,11.5,19.4,41.5,0.0,31.2,2.3,11.6,
